idea_id,family,description,final_balance,deposited,cagr_percent,daily_drawdown,closed_drawdown,trades,days_in_position,dd_improvement_pp,cagr_change_pp,cagr_retention
83,entry+slow-candle,"{""entry_loss"": 0.015, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.01, ""slow_minutes"": 30}",94199326478.15665,10000.0,591.5616409252474,0.6823232033245862,0.6647965854254878,376,1107,16.440051359435305,-259.65520398740625,0.6949599793058014
84,entry+slow-candle,"{""entry_loss"": 0.015, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.0125, ""slow_minutes"": 30}",132002884832.33997,10000.0,620.2396954877588,0.7571059416592386,0.7058428930530072,376,1138,8.96177752597006,-230.97714942489483,0.728650636080168
85,entry+slow-candle,"{""entry_loss"": 0.015, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.015, ""slow_minutes"": 60}",182958728891.98233,10000.0,649.1163719634458,0.704975795049577,0.704975795049577,376,1131,14.174792186936225,-202.10047294920787,0.7625746316498869
86,entry+slow-candle,"{""entry_loss"": 0.02, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.005, ""slow_minutes"": 15}",2047985331.4783506,10000.0,336.1161902324601,0.7647647658970441,0.7572912818570281,376,1086,8.19589510218951,-515.1006546801935,0.39486552955486937
87,entry+slow-candle,"{""entry_loss"": 0.02, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.0075, ""slow_minutes"": 15}",49739040439.55737,10000.0,540.3710983911164,0.732634146141117,0.732634146141117,376,1124,11.408957077782222,-310.8457465215372,0.6348219042194423
88,entry+slow-candle,"{""entry_loss"": 0.02, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.01, ""slow_minutes"": 30}",33560140885.305153,10000.0,510.7376970822707,0.8064081610706034,0.8056685458446604,376,1127,4.03155558483358,-340.47914783038294,0.6000089168050702
89,entry+slow-candle,"{""entry_loss"": 0.02, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.0125, ""slow_minutes"": 30}",31250696622.466244,10000.0,505.516472536548,0.8819734576588849,0.8570638307285721,376,1142,-3.524974073994569,-345.70037237610563,0.5938750807832296
90,entry+slow-candle,"{""entry_loss"": 0.02, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.015, ""slow_minutes"": 60}",155887694330.1518,10000.0,634.8098428981666,0.6970536953090396,0.6840631939646611,376,1140,14.967002160989962,-216.40700201448703,0.7457674818022506
91,entry+slow-candle,"{""entry_loss"": 0.025, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.005, ""slow_minutes"": 15}",45893550374.35339,10000.0,534.1959665675439,0.804625027294475,0.7722459805407087,376,1123,4.209868962446417,-317.02087834510974,0.627567428629023
92,entry+slow-candle,"{""entry_loss"": 0.025, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.0075, ""slow_minutes"": 15}",61798185436.15903,10000.0,557.3322427176132,0.8289048465133684,0.7985804381602717,376,1145,1.7818870405570841,-293.88460219504043,0.6547476662950709
93,entry+slow-candle,"{""entry_loss"": 0.025, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.01, ""slow_minutes"": 30}",69830240933.03966,10000.0,567.076258298175,0.8198421306857399,0.8191538397745364,376,1144,2.688158623319936,-284.1405866144786,0.6661948264855646
94,entry+slow-candle,"{""entry_loss"": 0.025, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.0125, ""slow_minutes"": 30}",55302196053.27521,10000.0,548.5994331193953,0.8468540880881613,0.818287423860629,376,1153,-0.01303711692220988,-302.6174117932584,0.6444884595483881
95,entry+slow-candle,"{""entry_loss"": 0.025, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.015, ""slow_minutes"": 60}",138938642733.8674,10000.0,624.6948931806367,0.8372967591686509,0.8366751534496566,376,1148,0.9426957750288345,-226.521951732017,0.7338845523489832
96,entry+slow-candle,"{""entry_loss"": 0.03, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.005, ""slow_minutes"": 15}",51012315411.371635,10000.0,542.3232979750941,0.8496749049576815,0.8491005897915593,376,1144,-0.29511880387422806,-308.89354693755956,0.6371153263898858
97,entry+slow-candle,"{""entry_loss"": 0.03, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.0075, ""slow_minutes"": 15}",47765812391.04505,10000.0,537.2570819746061,0.8559466993158684,0.8290805009874735,376,1158,-0.9222982396929202,-313.95976293804756,0.6311635926680186
98,entry+slow-candle,"{""entry_loss"": 0.03, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.01, ""slow_minutes"": 30}",37646703885.404686,10000.0,519.2473879090029,0.8349706607647434,0.8343401682155702,376,1151,1.1753056154195862,-331.96945700365075,0.6100060061220766
99,entry+slow-candle,"{""entry_loss"": 0.03, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.0125, ""slow_minutes"": 30}",23855573109.171383,10000.0,486.1436400668707,0.8597449508502479,0.833591048517655,376,1157,-1.3021233931308718,-365.0732048457829,0.571116094532593
